entry,name,Volume,sound1,sound2,sound3,sound4,sound5,sound6,sound7,sound8,sound9,sound10,Path
19656,VO_QE_TH_Krazz_AttackCrit,0.80,vo_qe_th_krazz_attackcrit01.ogg,vo_qe_th_krazz_attackcrit02.ogg,vo_qe_th_krazz_attackcrit03.ogg,vo_qe_th_krazz_attackcrit04.ogg,vo_qe_th_krazz_attackcrit05.ogg,vo_qe_th_krazz_attackcrit06.ogg,,,,,sound\creature\krazz
19657,VO_QE_TH_Krazz_Death,0.80,vo_qe_th_krazz_death01.ogg,vo_qe_th_krazz_death02.ogg,vo_qe_th_krazz_death03.ogg,,,,,,,,sound\creature\krazz
19658,VO_QE_TH_Krazz_Wound,0.80,vo_qe_th_krazz_wound01.ogg,vo_qe_th_krazz_wound02.ogg,vo_qe_th_krazz_wound03.ogg,vo_qe_th_krazz_wound04.ogg,vo_qe_th_krazz_wound05.ogg,vo_qe_th_krazz_wound06.ogg,vo_qe_th_krazz_wound07.ogg,vo_qe_th_krazz_wound08.ogg,vo_qe_th_krazz_wound09.ogg,,sound\creature\krazz
19659,VO_QE_TH_Krazz_WoundCrit,0.80,vo_qe_th_krazz_woundcrit01.ogg,vo_qe_th_krazz_woundcrit02.ogg,vo_qe_th_krazz_woundcrit03.ogg,vo_qe_th_krazz_woundcrit04.ogg,vo_qe_th_krazz_woundcrit05.ogg,vo_qe_th_krazz_woundcrit06.ogg,,,,,sound\creature\krazz
19660,VO_QE_TH_Krazz_Event01,0.80,vo_qe_th_krazz_event01.ogg,,,,,,,,,,sound\creature\krazz
19661,VO_QE_TH_Krazz_Event02,0.80,vo_qe_th_krazz_event02.ogg,,,,,,,,,,sound\creature\krazz
19662,VO_QE_TH_Krazz_Event03,0.80,vo_qe_th_krazz_event03.ogg,,,,,,,,,,sound\creature\krazz
19663,VO_QE_TH_Krazz_Event04,0.80,vo_qe_th_krazz_event04.ogg,,,,,,,,,,sound\creature\krazz
19664,VO_QE_TH_Krazz_Event05,0.80,vo_qe_th_krazz_event05.ogg,,,,,,,,,,sound\creature\krazz
19665,VO_QE_TH_Krazz_Event06,0.80,vo_qe_th_krazz_event06.ogg,,,,,,,,,,sound\creature\krazz
19666,VO_QE_TH_Krazz_Event07,0.80,vo_qe_th_krazz_event07.ogg,,,,,,,,,,sound\creature\krazz
19667,VO_QE_TH_Krazz_Event08,0.80,vo_qe_th_krazz_event08.ogg,,,,,,,,,,sound\creature\krazz
19668,VO_QE_TH_Krazz_Event09,0.80,vo_qe_th_krazz_event09.ogg,,,,,,,,,,sound\creature\krazz
19669,VO_QE_TH_Krazz_Event10,0.80,vo_qe_th_krazz_event10.ogg,,,,,,,,,,sound\creature\krazz
19670,VO_QE_TH_Krazz_Event11,0.80,vo_qe_th_krazz_event11.ogg,,,,,,,,,,sound\creature\krazz
19671,VO_QE_TH_Krazz_Event12,0.80,vo_qe_th_krazz_event12.ogg,,,,,,,,,,sound\creature\krazz
19672,VO_QE_TH_Krazz_Event13,0.80,vo_qe_th_krazz_event13.ogg,,,,,,,,,,sound\creature\krazz
19673,VO_QE_TH_Krazz_Event14,0.80,vo_qe_th_krazz_event14.ogg,,,,,,,,,,sound\creature\krazz
19674,VO_QE_TH_Krazz_Event15,0.80,vo_qe_th_krazz_event15.ogg,,,,,,,,,,sound\creature\krazz
19675,VO_QE_TH_Krazz_Event16,0.80,vo_qe_th_krazz_event16.ogg,,,,,,,,,,sound\creature\krazz
19676,VO_QE_TH_Krazz_Event18,0.80,vo_qe_th_krazz_event18.ogg,,,,,,,,,,sound\creature\krazz
19677,VO_QE_TH_Krazz_Event17,0.80,vo_qe_th_krazz_event17.ogg,,,,,,,,,,sound\creature\krazz
19678,SPELL_ShortCircuit_State_Loop,0.80,dragonskywall_electricloop_01.ogg,dragonskywall_electricloop_02.ogg,dragonskywall_electricloop_03.ogg,,,,,,,,sound\creature\dragonskywall
19679,VO_GI_Lorna_Attack,0.80,vo_gi_lorna_attack01.ogg,vo_gi_lorna_attack02.ogg,vo_gi_lorna_attack03.ogg,vo_gi_lorna_attack04.ogg,vo_gi_lorna_attack05.ogg,vo_gi_lorna_attack06.ogg,vo_gi_lorna_attack07.ogg,vo_gi_lorna_attack08.ogg,vo_gi_lorna_attack09.ogg,,sound\creature\lorna
19680,VO_GI_Lorna_AttackCrit,0.80,vo_gi_lorna_attackcrit01.ogg,vo_gi_lorna_attackcrit02.ogg,vo_gi_lorna_attackcrit03.ogg,vo_gi_lorna_attackcrit04.ogg,,,,,,,sound\creature\lorna
19681,VO_GI_Lorna_Greeting,0.80,vo_gi_lorna_greeting01.ogg,vo_gi_lorna_greeting02.ogg,,,,,,,,,sound\creature\lorna
19682,VO_GI_Lorna_Wound,0.80,vo_gi_lorna_wound01.ogg,vo_gi_lorna_wound02.ogg,vo_gi_lorna_wound03.ogg,vo_gi_lorna_wound04.ogg,vo_gi_lorna_wound05.ogg,vo_gi_lorna_wound06.ogg,vo_gi_lorna_wound07.ogg,vo_gi_lorna_wound08.ogg,vo_gi_lorna_wound09.ogg,vo_gi_lorna_wound10.wav,sound\creature\lorna
19683,VO_GI_Lorna_WoundCrit,0.80,vo_gi_lorna_woundcrit01.ogg,vo_gi_lorna_woundcrit02.ogg,vo_gi_lorna_woundcrit03.ogg,vo_gi_lorna_woundcrit04.ogg,vo_gi_lorna_woundcrit05.ogg,,,,,,sound\creature\lorna
19684,VO_GI_Lorna_Battle01,0.80,vo_gi_lorna_battle01.ogg,,,,,,,,,,sound\creature\lorna
19685,VO_GI_Lorna_Battle02,0.80,vo_gi_lorna_battle02.ogg,,,,,,,,,,sound\creature\lorna
19686,VO_GI_Lorna_Funeral01,0.80,vo_gi_lorna_funeral01.ogg,,,,,,,,,,sound\creature\lorna
19687,VO_GI_Lorna_Gunship01,0.80,vo_gi_lorna_gunship01.ogg,,,,,,,,,,sound\creature\lorna
19688,VO_GI_Lorna_Gunship02,0.80,vo_gi_lorna_gunship02.ogg,,,,,,,,,,sound\creature\lorna
19689,VO_GI_Lorna_Gunship03,0.80,vo_gi_lorna_gunship03.ogg,,,,,,,,,,sound\creature\lorna
19690,VO_GI_Lorna_Gunship04,0.80,vo_gi_lorna_gunship04.ogg,,,,,,,,,,sound\creature\lorna
19691,VO_GI_Lorna_Gunship05,0.80,vo_gi_lorna_gunship05.ogg,,,,,,,,,,sound\creature\lorna
19692,VO_GI_Lorna_Gunship06,0.80,vo_gi_lorna_gunship06.ogg,,,,,,,,,,sound\creature\lorna
19693,VO_GI_Lorna_Gunship07,0.80,vo_gi_lorna_gunship07.ogg,,,,,,,,,,sound\creature\lorna
19694,VO_GI_Lorna_Gunship08,0.80,vo_gi_lorna_gunship08.ogg,,,,,,,,,,sound\creature\lorna
19695,VO_GI_Lorna_Gunship09,0.80,vo_gi_lorna_gunship09.ogg,,,,,,,,,,sound\creature\lorna
19696,VO_GI_Lorna_Mastiff01,0.80,vo_gi_lorna_mastiff01.ogg,,,,,,,,,,sound\creature\lorna
19697,VO_GI_Lorna_Taldoren01,0.90,vo_gi_lorna_taldoren01.ogg,,,,,,,,,,sound\creature\lorna
19698,SPELL_WatcherBeam_State_Loop,0.30,fx_darkfissure_precast_lp_01.ogg,fx_darkfissure_precast_lp_02.ogg,,,,,,,,,sound\spells
19699,SPELL_BlueGlow_State_Loop,0.50,go_earthen_pylon_01_01.ogg,go_earthen_pylon_01_02.ogg,go_earthen_pylon_01_03.ogg,go_earthen_pylon_01_04.ogg,go_earthen_pylon_01_05.ogg,,,,,,sound\doodad
19709,VO_Greymane_Barricade01,0.80,vo_greymane_barricade01.ogg,,,,,,,,,,sound\creature\greymane
19710,VO_Greymane_Barricade02,0.80,vo_greymane_barricade02.ogg,,,,,,,,,,sound\creature\greymane
19712,VO_Greymane_Barricade03,0.80,vo_greymane_barricade03.ogg,,,,,,,,,,sound\creature\greymane
19713,VO_Greymane_Funeral01,0.80,vo_greymane_funeral01.ogg,,,,,,,,,,sound\creature\greymane
19714,VO_Greymane_Funeral02,0.80,vo_greymane_funeral02.ogg,,,,,,,,,,sound\creature\greymane
19715,VO_Greymane_Funeral03,0.80,vo_greymane_funeral03.ogg,,,,,,,,,,sound\creature\greymane
19716,VO_Greymane_Greeting,0.80,vo_greymane_greeting01.ogg,vo_greymane_greeting02.ogg,vo_greymane_greeting03.ogg,vo_greymane_greeting04.ogg,vo_greymane_greeting05.ogg,,,,,,sound\creature\greymane
19717,VO_Greymane_Kill01,0.80,vo_greymane_kill01.ogg,,,,,,,,,,sound\creature\greymane
19718,VO_Greymane_Kill02,0.80,vo_greymane_kill02.ogg,,,,,,,,,,sound\creature\greymane
19719,VO_Greymane_Sacrifices01,0.80,vo_greymane_sacrifices01.ogg,,,,,,,,,,sound\creature\greymane
19720,VO_Greymane_Sacrifices02,0.80,vo_greymane_sacrifices02.ogg,,,,,,,,,,sound\creature\greymane
19721,VO_Greymane_Stocks01,0.80,vo_greymane_stocks01.ogg,,,,,,,,,,sound\creature\greymane
19722,VO_Greymane_Stocks02,0.80,vo_greymane_stocks02.ogg,,,,,,,,,,sound\creature\greymane
19723,VO_Greymane_Taldoren01,0.80,vo_greymane_taldoren01.ogg,,,,,,,,,,sound\creature\greymane
19724,VO_Greymane_Taldoren02,0.80,vo_greymane_taldoren02.ogg,,,,,,,,,,sound\creature\greymane
19725,VO_Greymane_War01,0.80,vo_greymane_war01.ogg,,,,,,,,,,sound\creature\greymane
19726,VO_Greymane_War02,0.90,vo_greymane_war02.ogg,,,,,,,,,,sound\creature\greymane
19727,VO_Greymane_War03,0.80,vo_greymane_war03.ogg,,,,,,,,,,sound\creature\greymane
19729,Wolf Howl (Long Range),0.80,wolfstandvar4.ogg,wolfstandvar4b.ogg,,,,,,,,,sound\creature\wolf
19731,VO_TV_Barim_Attack,0.80,vo_tv_barim_attack01.ogg,vo_tv_barim_attack02.ogg,vo_tv_barim_attack03.ogg,vo_tv_barim_attack04.ogg,vo_tv_barim_attack05.ogg,vo_tv_barim_attack06.ogg,vo_tv_barim_attack07.ogg,vo_tv_barim_attack08.ogg,vo_tv_barim_attack09.ogg,vo_tv_barim_attack10.wav,sound\creature\barim
19732,VO_TV_Barim_AttackCritical,0.80,vo_tv_barim_attackcritical01.ogg,vo_tv_barim_attackcritical02.ogg,vo_tv_barim_attackcritical03.ogg,vo_tv_barim_attackcritical04.ogg,vo_tv_barim_attackcritical05.ogg,,,,,,sound\creature\barim
19733,VO_TV_Barim_Death,0.80,vo_tv_barim_deathline01.ogg,,,,,,,,,,sound\creature\barim
19735,VO_TV_Barim_Engage01,0.80,vo_tv_barim_engage01.ogg,,,,,,,,,,sound\creature\barim
19736,VO_TV_Barim_Event01,0.80,vo_tv_barim_event01.ogg,,,,,,,,,,sound\creature\barim
19737,VO_TV_Barim_Event02,0.80,vo_tv_barim_event02.ogg,,,,,,,,,,sound\creature\barim
19738,VO_TV_Barim_Kill01,0.80,vo_tv_barim_kill01.ogg,,,,,,,,,,sound\creature\barim
19739,VO_TV_Barim_Wound,0.80,vo_tv_barim_wound01.ogg,vo_tv_barim_wound02.ogg,vo_tv_barim_wound03.ogg,vo_tv_barim_wound04.ogg,vo_tv_barim_wound05.ogg,vo_tv_barim_wound06.ogg,vo_tv_barim_wound07.ogg,vo_tv_barim_wound08.ogg,vo_tv_barim_wound09.ogg,vo_tv_barim_wound10.wav,sound\creature\barim
19740,VO_TV_Barim_WoundCritical,0.80,vo_tv_barim_woundcritical01.ogg,vo_tv_barim_woundcritical02.ogg,vo_tv_barim_woundcritical03.ogg,vo_tv_barim_woundcritical04.ogg,vo_tv_barim_woundcritical05.ogg,vo_tv_barim_woundcritical06.ogg,,,,,sound\creature\barim
19741,SPELL_EarthShards_PreCast_Loop,0.60,RockShowerLoop.ogg,,,,,,,,,,sound\spells
19742,SPELL_EarthShards_Impact,0.80,go_explodingstoneimpact01_01.ogg,go_explodingstoneimpact01_02.ogg,go_explodingstoneimpact01_03.ogg,go_explodingstoneimpact01_04.ogg,go_explodingstoneimpact01_05.ogg,go_explodingstoneimpact01_06.ogg,go_explodingstoneimpact01_07.ogg,go_explodingstoneimpact01_08.ogg,go_explodingstoneimpact01_09.ogg,go_explodingstoneimpact01_10.wav,sound\doodad
19747,SPELL_EarthShards_Cast,0.60,go_explodingstoneimpact01_01.ogg,go_explodingstoneimpact01_02.ogg,go_explodingstoneimpact01_03.ogg,go_explodingstoneimpact01_04.ogg,go_explodingstoneimpact01_05.ogg,go_explodingstoneimpact01_06.ogg,go_explodingstoneimpact01_07.ogg,go_explodingstoneimpact01_08.ogg,go_explodingstoneimpact01_09.ogg,go_explodingstoneimpact01_10.wav,sound\doodad
19748,SPELL_AbsorbStorms_State_Loop,0.80,dragonskywall_electricloop_01.ogg,dragonskywall_electricloop_02.ogg,dragonskywall_electricloop_03.ogg,,,,,,,,sound\creature\dragonskywall
19749,SPELL_CloudBurst_Cast,0.80,fx_waterbolt_cast_01.ogg,fx_waterbolt_cast_02.ogg,fx_waterbolt_cast_03.ogg,fx_waterbolt_cast_04.ogg,fx_waterbolt_cast_05.ogg,,,,,,sound\spells
19750,SPELL_CloudBurst_State_Loop,0.80,EnvelopingWindLoop.ogg,,,,,,,,,,sound\spells
19751,MON_DragonMedium_Aggro,0.40,dragon_medium_aggro_01.ogg,dragon_medium_aggro_02.ogg,dragon_medium_aggro_03.ogg,dragon_medium_aggro_04.ogg,dragon_medium_aggro_05.ogg,dragon_medium_aggro_06.ogg,dragon_medium_aggro_07.ogg,dragon_medium_aggro_08.ogg,,,sound\creature\dragon_medium
19752,MON_DragonMedium_Attack,0.40,dragon_medium_attack_01.ogg,dragon_medium_attack_02.ogg,dragon_medium_attack_03.ogg,dragon_medium_attack_04.ogg,dragon_medium_attack_05.ogg,dragon_medium_attack_06.ogg,dragon_medium_attack_07.ogg,dragon_medium_attack_08.ogg,dragon_medium_attack_09.ogg,dragon_medium_attack_10.wav,sound\creature\dragon_medium
19753,MON_DragonMedium_AttackCrit,0.40,dragon_medium_attackcrit_01.ogg,dragon_medium_attackcrit_02.ogg,dragon_medium_attackcrit_03.ogg,dragon_medium_attackcrit_04.ogg,dragon_medium_attackcrit_05.ogg,dragon_medium_attackcrit_06.ogg,dragon_medium_attackcrit_07.ogg,dragon_medium_attackcrit_08.ogg,dragon_medium_attackcrit_09.ogg,dragon_medium_attackcrit_10.wav,sound\creature\dragon_medium
19754,MON_DragonMedium_Death,0.40,dragon_medium_death_01.ogg,dragon_medium_death_02.ogg,dragon_medium_death_03.ogg,dragon_medium_death_04.ogg,dragon_medium_death_05.ogg,dragon_medium_death_06.ogg,dragon_medium_death_07.ogg,dragon_medium_death_08.ogg,dragon_medium_death_09.ogg,,sound\creature\dragon_medium
19755,MON_DragonMedium_PreAggro,0.30,dragon_medium_preaggro_01.ogg,dragon_medium_preaggro_02.ogg,dragon_medium_preaggro_03.ogg,dragon_medium_preaggro_04.ogg,dragon_medium_preaggro_05.ogg,dragon_medium_preaggro_06.ogg,dragon_medium_preaggro_07.ogg,dragon_medium_preaggro_08.ogg,dragon_medium_preaggro_09.ogg,,sound\creature\dragon_medium
19756,MON_DragonMedium_Wound,0.40,dragon_medium_wound_01.ogg,dragon_medium_wound_02.ogg,dragon_medium_wound_03.ogg,dragon_medium_wound_04.ogg,dragon_medium_wound_05.ogg,dragon_medium_wound_06.ogg,dragon_medium_wound_07.ogg,dragon_medium_wound_08.ogg,dragon_medium_wound_09.ogg,dragon_medium_wound_10.wav,sound\creature\dragon_medium
19757,MON_DragonMedium_WoundCrit,0.40,dragon_medium_woundcrit_01.ogg,dragon_medium_woundcrit_02.ogg,dragon_medium_woundcrit_03.ogg,dragon_medium_woundcrit_04.ogg,dragon_medium_woundcrit_05.ogg,dragon_medium_woundcrit_06.ogg,dragon_medium_woundcrit_07.ogg,dragon_medium_woundcrit_08.ogg,dragon_medium_woundcrit_09.ogg,dragon_medium_woundcrit_10.wav,sound\creature\dragon_medium
19768,AMB_KezanChaos_Day,0.90,amb_kezanchaos_day01.ogg,,,,,,,,,,sound\ambience\zoneambience
19769,AMB_KezanChaos_Night,0.90,amb_kezanchaos_night01.ogg,,,,,,,,,,sound\ambience\zoneambience
19770,Siege Tank Attack,0.80,siegevehicleattackunarmed1.ogg,siegevehicleattackunarmed2.ogg,siegevehicleattackunarmed3.ogg,,,,,,,,sound\vehicles\siegevehicle
19771,FX_CrowdWallaHorde,0.80,Arena_CrowdWalla_Horde.ogg,,,,,,,,,,sound\events
19772,FX_CrowdWallaAlliance,0.80,Arena_CrowdWalla_Alliance.ogg,,,,,,,,,,sound\events
19773,SPELL_SurgeTrinket_Cast,0.80,bind2_Impact_Base.ogg,,,,,,,,,,sound\spells
19774,SPELL_Overcharge_Channel_Loop,0.80,lightning_fel_precast_low_hand.ogg,,,,,,,,,,sound\spells
19839,MON_DragonMediumRock_Aggro,0.30,dragon_medium_rock_aggro_01.ogg,dragon_medium_rock_aggro_02.ogg,dragon_medium_rock_aggro_03.ogg,dragon_medium_rock_aggro_04.ogg,dragon_medium_rock_aggro_05.ogg,dragon_medium_rock_aggro_06.ogg,dragon_medium_rock_aggro_07.ogg,dragon_medium_rock_aggro_08.ogg,,,sound\creature\dragon_medium_rock
19840,MON_DragonMediumRock_Attack,0.40,dragon_medium_rock_attack_01.ogg,dragon_medium_rock_attack_02.ogg,dragon_medium_rock_attack_03.ogg,dragon_medium_rock_attack_04.ogg,dragon_medium_rock_attack_05.ogg,dragon_medium_rock_attack_06.ogg,dragon_medium_rock_attack_07.ogg,dragon_medium_rock_attack_08.ogg,dragon_medium_rock_attack_09.ogg,dragon_medium_rock_attack_10.wav,sound\creature\dragon_medium_rock
19841,MON_DragonMediumRock_AttackCrit,0.50,dragon_medium_rock_attackcrit_01.ogg,dragon_medium_rock_attackcrit_02.ogg,dragon_medium_rock_attackcrit_03.ogg,dragon_medium_rock_attackcrit_04.ogg,dragon_medium_rock_attackcrit_05.ogg,dragon_medium_rock_attackcrit_06.ogg,dragon_medium_rock_attackcrit_07.ogg,dragon_medium_rock_attackcrit_08.ogg,,,sound\creature\dragon_medium_rock
19842,MON_DragonMediumRock_Death,0.40,dragon_medium_rock_death_01.ogg,dragon_medium_rock_death_02.ogg,dragon_medium_rock_death_03.ogg,dragon_medium_rock_death_04.ogg,dragon_medium_rock_death_05.ogg,dragon_medium_rock_death_06.ogg,dragon_medium_rock_death_07.ogg,dragon_medium_rock_death_08.ogg,dragon_medium_rock_death_09.ogg,,sound\creature\dragon_medium_rock
19843,MON_DragonMediumRock_PreAggro,0.40,dragon_medium_rock_preaggro_01.ogg,dragon_medium_rock_preaggro_02.ogg,dragon_medium_rock_preaggro_03.ogg,dragon_medium_rock_preaggro_04.ogg,dragon_medium_rock_preaggro_05.ogg,dragon_medium_rock_preaggro_06.ogg,dragon_medium_rock_preaggro_07.ogg,dragon_medium_rock_preaggro_08.ogg,dragon_medium_rock_preaggro_09.ogg,,sound\creature\dragon_medium_rock
19844,MON_DragonMediumRock_Wound,0.50,dragon_medium_rock_wound_01.ogg,dragon_medium_rock_wound_02.ogg,dragon_medium_rock_wound_03.ogg,dragon_medium_rock_wound_04.ogg,dragon_medium_rock_wound_05.ogg,dragon_medium_rock_wound_06.ogg,dragon_medium_rock_wound_07.ogg,dragon_medium_rock_wound_08.ogg,dragon_medium_rock_wound_09.ogg,dragon_medium_rock_wound_10.wav,sound\creature\dragon_medium_rock
19845,MON_DragonMediumRock_WoundCrit,0.40,dragon_medium_rock_woundcrit_01.ogg,dragon_medium_rock_woundcrit_02.ogg,dragon_medium_rock_woundcrit_03.ogg,dragon_medium_rock_woundcrit_04.ogg,dragon_medium_rock_woundcrit_05.ogg,dragon_medium_rock_woundcrit_06.ogg,dragon_medium_rock_woundcrit_07.ogg,dragon_medium_rock_woundcrit_08.ogg,dragon_medium_rock_woundcrit_09.ogg,dragon_medium_rock_woundcrit_10.wav,sound\creature\dragon_medium_rock
19847,VO_BD_Maloriak_Event01,0.80,vo_bd_maloriak_event01.ogg,,,,,,,,,,sound\creature\maloriak
19848,VO_BD_Maloriak_Event02,0.80,vo_bd_maloriak_event02.ogg,,,,,,,,,,sound\creature\maloriak
19849,VO_BD_Maloriak_Event03,0.80,vo_bd_maloriak_event03.ogg,,,,,,,,,,sound\creature\maloriak
19850,VO_BD_Maloriak_Event04,0.80,vo_bd_maloriak_event04.ogg,,,,,,,,,,sound\creature\maloriak
19851,VO_BD_Maloriak_Event05,0.80,vo_bd_maloriak_event05.ogg,,,,,,,,,,sound\creature\maloriak
19852,VO_BD_Maloriak_Event06,0.80,vo_bd_maloriak_event06.ogg,,,,,,,,,,sound\creature\maloriak
19853,VO_BD_Maloriak_Event07,0.80,vo_bd_maloriak_event07.ogg,,,,,,,,,,sound\creature\maloriak
19854,VO_BD_Maloriak_Event08,0.80,vo_bd_maloriak_event08.ogg,,,,,,,,,,sound\creature\maloriak
19856,VO_BD_Maloriak_Event09,0.80,vo_bd_maloriak_event09.ogg,,,,,,,,,,sound\creature\maloriak
19857,VO_BD_Maloriak_Event10,0.80,vo_bd_maloriak_event10.ogg,,,,,,,,,,sound\creature\maloriak
19858,VO_BD_Maloriak_Event11,0.80,vo_bd_maloriak_event11.ogg,,,,,,,,,,sound\creature\maloriak
19859,VO_BD_Maloriak_Event12,0.80,vo_bd_maloriak_event12.ogg,,,,,,,,,,sound\creature\maloriak
19860,VO_BD_Maloriak_Event13,0.80,vo_bd_maloriak_event13.ogg,,,,,,,,,,sound\creature\maloriak
19861,VO_BD_Maloriak_Event14,0.80,vo_bd_maloriak_event14.ogg,,,,,,,,,,sound\creature\maloriak
19862,VO_BD_Maloriak_Event15,0.80,vo_bd_maloriak_event15.ogg,,,,,,,,,,sound\creature\maloriak
19863,VO_BD_Maloriak_Event16,0.80,vo_bd_maloriak_event16.ogg,,,,,,,,,,sound\creature\maloriak
19864,VO_BD_Maloriak_Event17,0.80,vo_bd_maloriak_event17.ogg,,,,,,,,,,sound\creature\maloriak
19865,VO_BD_Maloriak_Event18,0.80,vo_bd_maloriak_event18.ogg,,,,,,,,,,sound\creature\maloriak
19866,VO_BD_Maloriak_Event19,0.80,vo_bd_maloriak_event19.ogg,,,,,,,,,,sound\creature\maloriak
19867,VO_BD_Maloriak_Event20,0.80,vo_bd_maloriak_event20.ogg,,,,,,,,,,sound\creature\maloriak
19868,VO_BD_Maloriak_Attack,0.80,vo_bd_maloriak_attack01.ogg,vo_bd_maloriak_attack02.ogg,vo_bd_maloriak_attack03.ogg,vo_bd_maloriak_attack04.ogg,vo_bd_maloriak_attack05.ogg,vo_bd_maloriak_attack06.ogg,vo_bd_maloriak_attack07.ogg,vo_bd_maloriak_attack08.ogg,vo_bd_maloriak_attack09.ogg,vo_bd_maloriak_attack10.wav,sound\creature\maloriak
19869,VO_BD_Maloriak_AttackCrit,0.80,vo_bd_maloriak_attackcrit01.ogg,vo_bd_maloriak_attackcrit02.ogg,vo_bd_maloriak_attackcrit03.ogg,vo_bd_maloriak_attackcrit04.ogg,,,,,,,sound\creature\maloriak
19870,VO_BD_Maloriak_Wound,0.80,vo_bd_maloriak_wound01.ogg,vo_bd_maloriak_wound02.ogg,vo_bd_maloriak_wound03.ogg,vo_bd_maloriak_wound04.ogg,vo_bd_maloriak_wound05.ogg,vo_bd_maloriak_wound06.ogg,vo_bd_maloriak_wound07.ogg,vo_bd_maloriak_wound08.ogg,vo_bd_maloriak_wound09.ogg,vo_bd_maloriak_wound10.wav,sound\creature\maloriak
19871,VO_BD_Maloriak_WoundCrit,0.80,vo_bd_maloriak_woundcrit01.ogg,vo_bd_maloriak_woundcrit02.ogg,vo_bd_maloriak_woundcrit03.ogg,vo_bd_maloriak_woundcrit04.ogg,vo_bd_maloriak_woundcrit05.ogg,,,,,,sound\creature\maloriak
19873,VO_Greymane_Aggro01,0.80,vo_greymane_aggro01.ogg,,,,,,,,,,sound\creature\greymane
19874,VO_Greymane_Death,0.80,vo_greymane_death01.ogg,,,,,,,,,,sound\creature\greymane
19875,VO_DM_Ripsnarl_Death01,0.80,vo_dm_ripsnarl_death01.ogg,,,,,,,,,,sound\creature\ripsnarl
19876,VO_DM_Ripsnarl_Kill01,0.80,vo_dm_ripsnarl_kill01.ogg,,,,,,,,,,sound\creature\ripsnarl
19877,VO_DM_Ripsnarl_Spell01,0.80,vo_dm_ripsnarl_spell01.ogg,,,,,,,,,,sound\creature\ripsnarl
19878,VO_DM_Ripsnarl_Spell02,0.80,vo_dm_ripsnarl_spell02.ogg,,,,,,,,,,sound\creature\ripsnarl
19879,VO_DM_Ripsnarl_Spell03,0.80,vo_dm_ripsnarl_spell03.ogg,,,,,,,,,,sound\creature\ripsnarl
19880,VO_DM_Ripsnarl_Spell04,0.80,vo_dm_ripsnarl_spell04.ogg,,,,,,,,,,sound\creature\ripsnarl
19881,VO_DM_Ripsnarl_Spell05,0.80,vo_dm_ripsnarl_spell05.ogg,,,,,,,,,,sound\creature\ripsnarl
19882,VO_DM_Ripsnarl_Aggro01,0.80,vo_dm_ripsnarl_aggro01.ogg,,,,,,,,,,sound\creature\ripsnarl
19883,VO_DM_Ripsnarl_Attack,0.80,vo_dm_ripsnarl_attack01.ogg,vo_dm_ripsnarl_attack02.ogg,vo_dm_ripsnarl_attack03.ogg,vo_dm_ripsnarl_attack04.ogg,vo_dm_ripsnarl_attack05.ogg,vo_dm_ripsnarl_attack06.ogg,vo_dm_ripsnarl_attack07.ogg,vo_dm_ripsnarl_attack08.ogg,vo_dm_ripsnarl_attack09.ogg,vo_dm_ripsnarl_attack10.wav,sound\creature\ripsnarl
19884,VO_DM_Ripsnarl_AttackCritical,0.80,vo_dm_ripsnarl_attackcritical01.ogg,vo_dm_ripsnarl_attackcritical02.ogg,vo_dm_ripsnarl_attackcritical03.ogg,,,,,,,,sound\creature\ripsnarl
19885,VO_DM_Ripsnarl_Wound,0.80,vo_dm_ripsnarl_wound01.ogg,vo_dm_ripsnarl_wound02.ogg,vo_dm_ripsnarl_wound03.ogg,vo_dm_ripsnarl_wound04.ogg,vo_dm_ripsnarl_wound05.ogg,vo_dm_ripsnarl_wound06.ogg,vo_dm_ripsnarl_wound07.ogg,vo_dm_ripsnarl_wound08.ogg,vo_dm_ripsnarl_wound09.ogg,,sound\creature\ripsnarl
19886,VO_DM_Ripsnarl_WoundCrit,0.80,vo_dm_ripsnarl_woundcrit01.ogg,vo_dm_ripsnarl_woundcrit02.ogg,vo_dm_ripsnarl_woundcrit03.ogg,vo_dm_ripsnarl_woundcrit04.ogg,vo_dm_ripsnarl_woundcrit05.ogg,vo_dm_ripsnarl_woundcrit06.ogg,vo_dm_ripsnarl_woundcrit07.ogg,,,,sound\creature\ripsnarl
19887,AMB_Vashjir,0.90,amb_vashjir_02.ogg,,,,,,,,,,sound\ambience\zoneambience
19889,SPELL_LightningCharged_State_Loop,0.10,spell_gatheredstorms_state_loop_01.ogg,spell_gatheredstorms_state_loop_02.ogg,spell_gatheredstorms_state_loop_03.ogg,,,,,,,,sound\spells
19890,FX_Electricity_SizzlingLight_Loop,0.80,FK_ChemistrySet_06.ogg,,,,,,,,,,sound\doodad
19892,SPELL_DeathCultistDisguise_Cast,0.80,Vanish.ogg,,,,,,,,,,sound\spells
19893,SPELL_PlagueSlime_Impact,0.80,fx_funglespores_poison_impact_01.ogg,fx_funglespores_poison_impact_02.ogg,fx_funglespores_poison_impact_03.ogg,fx_funglespores_poison_impact_04.ogg,fx_funglespores_poison_impact_05.ogg,,,,,,sound\spells
19894,FX_Electricity_SizzlingHeavy_Loop,0.80,Nox_tesla.ogg,,,,,,,,,,sound\doodad
